,gene,x,y,counts
1002,Malat1,5,87,1
1003,Ddx55,5,87,1
1004,Ndel1,5,87,1
1005,Malat1,5,89,1
1006,Cyp4a10,5,89,1
1007,Son,5,90,1
1008,Lmo7,5,90,1
1009,Miox,5,90,1
1010,Ufl1,5,90,1
1011,Vps13a,5,91,1
1012,Syne2,5,91,1
1013,Lrp2,5,91,1
1014,Sept7,5,91,1
1015,Nectin3,5,92,1
1016,Hnrnpa3,5,92,1
1017,Rb1,5,92,1
1018,Cryz,5,92,1
1019,Taok3,5,93,1
1020,Pcnx,5,93,1
1021,Mep1a,5,94,1
1022,Hgd,5,94,1
1023,Ints4,5,94,1
1024,Malat1,5,95,1
1025,Adcy4,5,96,1
1026,Son,6,0,1
1027,Malat1,6,2,1
1028,1110004F10Rik,6,2,1
1029,Scp2,6,3,1
1030,Herc1,6,4,1
1031,Jtb,6,4,1
1032,Neat1,6,5,1
1033,Akap9,6,5,1
1034,Pabpn1,6,5,1
1035,Sf3b1,6,7,1
1036,Slk,6,7,1
1037,Ubr5,6,9,1
1038,Syncrip,6,9,1
1039,Itgb8,6,9,1
1040,Myo6,6,10,1
1041,Sptbn1,6,10,1
1042,Malat1,6,11,1
1043,Baz2a,6,11,1
1044,Bscl2,6,11,1
1045,Pkn2,6,13,1
1046,Slc22a5,6,13,1
1047,Gm37988,6,13,1
1048,Bcl10,6,13,1
1049,Trak1,6,14,1
1050,Ncor1,6,14,1
1051,Gnl2,6,14,1
1052,Atxn1l,6,14,1
1053,Lime1,6,15,1
1054,Atg16l2,6,15,1
1055,Malat1,6,18,1
1056,Pkn2,6,18,1
1057,Phip,6,18,1
1058,Malat1,6,19,1
1059,Chpt1,6,19,1
1060,Rps7,6,19,1
1061,Ythdc2,6,19,1
1062,Nktr,6,21,1
1063,Tyk2,6,21,1
1064,Abl1,6,21,1
1065,Malat1,6,23,1
1066,Ube2i,6,23,1
1067,Smarca2,6,25,1
1068,Arrdc4,6,25,1
1069,Hpse,6,25,1
1070,Faf2,6,26,1
1071,Cept1,6,28,1
1072,Crebrf,6,28,1
1073,Purb,6,28,1
1074,Serpinb9,6,28,1
1075,Malat1,6,29,1
1076,Bcl2l12,6,30,1
1077,Plekhh1,6,30,1
1078,Lysmd3,6,30,1
1079,Col4a4,6,32,1
1080,Aqp2,6,34,1
1081,Gcgr,6,34,1
1082,Arl6ip1,6,36,1
1083,Lman2l,6,36,1
1084,Riok3,6,36,1
1085,Acin1,6,39,1
1086,Odf2l,6,39,1
1087,Malat1,6,42,1
1088,Slc13a1,6,43,1
1089,Fnbp4,6,43,1
1090,Oat,6,43,1
1091,Tk2,6,43,1
1092,Zfp644,6,43,1
1093,Atf4,6,43,1
1094,Hnrnpa2b1,6,44,1
1095,Stat6,6,44,1
1096,Hnrnpa1,6,44,1
1097,Malat1,6,46,1
1098,Slc6a18,6,46,1
1099,Csf1r,6,46,1
1100,Mrps5,6,46,1
1101,Kyat1,6,46,1
1102,Malat1,6,47,1
1103,Ddx39b,6,47,1
1104,Zfp931,6,47,1
1105,Traf4,6,49,1
1106,Malat1,6,50,1
1107,Ddx5,6,50,1
1108,March7,6,50,1
1109,Gpr137b,6,50,1
1110,Hgd,6,50,1
1111,Atrn,6,50,1
1112,Csnk2a1,6,52,1
1113,Rassf7,6,52,1
1114,Elmod3,6,52,1
1115,Sik1,6,53,1
1116,Spp2,6,53,1
1117,Slc10a2,6,53,1
1118,Malat1,6,54,1
1119,Kap,6,54,1
1120,Uvssa,6,54,1
1121,Aadat,6,55,1
1122,0610005C13Rik,6,55,1
1123,Malat1,6,56,1
1124,Scp2,6,56,1
1125,Slk,6,56,1
1126,Nt5c,6,56,1
1127,Tnrc18,6,58,1
1128,Pnisr,6,59,1
1129,Htatip2,6,59,1
1130,Cdkl1,6,60,1
1131,Slc15a2,6,60,1
1132,Malat1,6,63,1
1133,Pnn,6,63,1
1134,Diaph2,6,63,1
1135,Smarcad1,6,63,1
1136,Ptgr2,6,63,1
1137,Rps6ka2,6,63,1
1138,Pgbd1,6,63,1
1139,Malat1,6,64,1
1140,Ctsh,6,64,1
1141,Zc3hc1,6,64,1
1142,Ap5m1,6,64,1
1143,Rbm5,6,65,1
1144,Adnp,6,67,1
1145,Slco1a6,6,67,1
1146,Flad1,6,67,1
1147,Ndufs5,6,69,1
1148,Malat1,6,71,1
1149,Ncoa1,6,71,1
1150,Hectd1,6,71,1
1151,Cldn19,6,72,1
1152,Malat1,6,73,1
1153,Tinag,6,73,1
1154,Taok3,6,73,1
1155,Rnaseh2a,6,75,1
1156,Fbp1,6,78,1
1157,Ugt1a5,6,78,1
1158,Hnrnpul2,6,78,1
1159,Sepsecs,6,78,1
1160,Malat1,6,80,1
1161,Amot,6,80,1
1162,Notch3,6,80,1
1163,Lrp2,6,81,1
1164,Bcorl1,6,81,1
1165,Abca9,6,82,1
1166,Zpr1,6,86,1
1167,Spink1,6,86,1
1168,Hint2,6,86,1
1169,Malat1,6,88,3
1170,Aldob,6,88,1
1171,Mtf1,6,88,1
1172,Hoga1,6,88,1
1173,Copb2,6,88,1
1174,1810009A15Rik,6,88,1
1175,Malat1,6,89,2
1176,Gm38394,6,89,1
1177,Dip2a,6,90,1
1178,Fignl2,6,90,1
1179,Ccdc12,6,93,1
1180,Eif3l,6,93,1
1181,Malat1,6,94,1
1182,Ptprd,6,94,1
1183,Ddx46,6,95,1
1184,Nsd1,6,95,1
1185,Pxdc1,6,96,1
1186,Eif3c,6,97,1
1187,D430042O09Rik,6,97,1
1188,Tpm3,6,98,1
1189,Dhx9,6,99,1
1190,Rere,7,0,1
1191,Lima1,7,1,1
1192,Mis12,7,1,1
1193,Ccdc141,7,2,1
1194,Setd5,7,2,1
1195,Wwp2,7,2,1
1196,Gramd1b,7,4,1
1197,Kdm3b,7,4,1
1198,Mapk9,7,4,1
1199,Atp1a1,7,6,1
1200,Lrp2,7,10,1
1201,Vegfa,7,10,1
1202,Smarcad1,7,10,1
1203,Malat1,7,11,1
1204,Ccdc28a,7,11,1
1205,Pcf11,7,11,1
1206,Cltb,7,11,1
1207,Lamb1,7,12,1
1208,Mat2a,7,12,1
1209,Nkiras2,7,12,1
1210,Neat1,7,13,1
1211,Sec24b,7,13,1
1212,Malat1,7,14,1
1213,Gtf3c2,7,14,1
1214,Cnot6,7,14,1
1215,Dnm1l,7,15,1
1216,Dst,7,17,1
1217,Ftl1,7,17,1
1218,Lama5,7,17,1
1219,Pde4a,7,17,1
1220,Srrm2,7,18,1
1221,Gtf3c2,7,19,1
1222,Malat1,7,20,1
1223,Slc35b1,7,22,1
1224,Slc6a6,7,22,1
1225,Arhgef12,7,23,1
1226,Cspp1,7,23,1
1227,Gne,7,23,1
1228,Gucd1,7,24,1
1229,Malat1,7,26,1
1230,Plcg2,7,26,1
1231,Psma7,7,27,1
1232,Malat1,7,28,1
1233,Stat5a,7,28,1
1234,AU021092,7,28,1
1235,Car2,7,28,1
1236,Mblac2,7,28,1
1237,Kcnq1ot1,7,29,1
1238,Tardbp,7,29,1
1239,Elp3,7,31,1
1240,Wwc1,7,31,1
1241,Ganc,7,33,1
1242,Ppig,7,33,1
1243,Man2c1,7,34,1
1244,Tuba4a,7,37,1
1245,Ddx54,7,37,1
1246,Eif4g2,7,38,1
1247,Fkbp2,7,38,1
1248,Ndst1,7,39,1
1249,Mical3,7,39,1
1250,Ppfia1,7,40,1
1251,Tmem245,7,40,1
1252,Rpgrip1l,7,41,1
1253,Malat1,7,43,1
1254,Slc12a1,7,43,1
1255,Asxl2,7,43,1
1256,Malat1,7,45,1
1257,Vps13a,7,46,1
1258,Lmo7,7,46,1
1259,Phf14,7,46,1
1260,Malat1,7,47,1
1261,Aqp4,7,47,1
1262,Khdrbs1,7,47,1
1263,Adrm1,7,48,1
1264,Mettl7a2,7,48,1
1265,Mef2a,7,48,1
1266,Prok1,7,48,1
1267,Malat1,7,49,1
1268,H2afj,7,49,1
1269,Ddx17,7,49,1
1270,Frg1,7,49,1
1271,Ube2d3,7,50,1
1272,Akap7,7,50,1
1273,Gm37988,7,53,1
1274,Arhgap32,7,53,1
1275,Tbc1d13,7,54,1
1276,Map2k1,7,54,1
1277,Dcaf6,7,54,1
1278,Svip,7,55,1
1279,Trabd2b,7,56,1
1280,Chpt1,7,57,1
1281,Ift74,7,57,1
1282,Scaf11,7,57,1
1283,Sh3glb1,7,57,1
1284,Malat1,7,59,2
1285,Sfi1,7,59,1
1286,Hsph1,7,59,1
1287,Cdc37l1,7,62,1
1288,Ttll3,7,63,1
1289,Zmynd11,7,64,1
1290,Nr2f2,7,65,1
1291,Luc7l2,7,65,1
1292,Ankrd12,7,65,1
1293,Dusp11,7,66,1
1294,Odf2,7,66,1
1295,Ankrd11,7,66,1
1296,Malat1,7,67,1
1297,Acsm2,7,67,1
1298,Ylpm1,7,67,1
1299,L2hgdh,7,67,1
1300,Fam228b,7,67,1
1301,Numa1,7,67,1
1302,Malat1,7,69,1
1303,Dab2,7,71,1
1304,Ube2d3,7,71,1
1305,Calml4,7,71,1
1306,Fam168a,7,71,1
1307,Dnajc5,7,73,1
1308,Keg1,7,73,1
1309,Paxbp1,7,74,1
1310,Cd2ap,7,74,1
1311,Tep1,7,74,1
1312,Miip,7,74,1
1313,Gcnt1,7,75,1
1314,Ndufs7,7,76,1
1315,Slc18a1,7,77,1
1316,Slc47a1,7,77,1
1317,Ggnbp2,7,78,1
1318,Tec,7,78,1
1319,Srsf5,7,78,1
1320,Fads3,7,78,1
1321,Ugt1a1,7,79,1
1322,Pcm1,7,79,1
1323,Syne2,7,80,1
1324,Xist,7,80,1
1325,Ap5z1,7,80,1
1326,Malat1,7,81,2
1327,Kmt2a,7,81,1
1328,Ugt1a8,7,81,1
1329,Npdc1,7,81,1
1330,Slc25a40,7,82,1
1331,Usp34,7,83,1
1332,Tm2d3,7,83,1
1333,Clmn,7,86,1
1334,Hnrnpu,7,86,1
1335,Thbs1,7,86,1
1336,Hgd,7,87,1
1337,Phip,7,88,1
1338,Kmt5c,7,88,1
1339,Amn,7,88,1
1340,Dgkd,7,89,1
1341,Pdzd3,7,89,1
1342,Zfp292,7,90,1
1343,Anapc13,7,90,1
1344,Ass1,7,90,1
1345,Neat1,7,91,1
1346,Usp47,7,91,1
1347,Ndufa4,7,91,1
1348,Malat1,7,93,1
1349,Sqstm1,7,93,1
1350,Ndrg1,7,93,1
1351,Tars2,7,93,1
1352,Vldlr,7,94,1
1353,Atp2c1,7,96,1
1354,Malat1,7,98,1
1355,Id3,8,0,1
1356,Setbp1,8,0,1
1357,Tkfc,8,1,1
1358,Usp48,8,1,1
1359,Ugt1a1,8,1,1
1360,Kmt2a,8,2,1
1361,Pnisr,8,2,1
1362,Ptpn13,8,2,1
1363,Atf7ip,8,3,1
1364,Kif12,8,4,1
1365,Spc24,8,4,1
1366,Paf1,8,6,1
1367,Ccndbp1,8,6,1
1368,Hip1r,8,6,1
1369,Zadh2,8,7,1
1370,Son,8,8,1
1371,Pcmtd1,8,8,1
1372,Synj1,8,8,1
1373,Nim1k,8,8,1
1374,Dnajc4,8,10,1
1375,Sbno2,8,11,1
1376,Nsfl1c,8,11,1
1377,Yme1l1,8,13,1
1378,Ppp1r9a,8,14,1
1379,Malat1,8,16,1
1380,Hspa9,8,17,1
1381,Kmt5a,8,17,1
1382,Lsm14a,8,18,1
1383,Kmt5b,8,19,1
1384,Pfkp,8,19,1
1385,Pwp2,8,19,1
1386,Ttc3,8,20,1
1387,Ehf,8,20,1
1388,Cstf3,8,20,1
1389,Lipa,8,20,1
1390,Rsf1,8,21,1
1391,Aldh8a1,8,21,1
1392,Dync1i2,8,24,1
1393,Ivns1abp,8,25,1
1394,Snrnp70,8,25,1
1395,Malat1,8,26,1
1396,Supt6,8,26,1
1397,Myo18a,8,26,1
1398,Agap3,8,26,1
1399,Tctex1d2,8,26,1
1400,Sap18,8,26,1
1401,Zcchc7,8,27,1
1402,Ddx54,8,27,1
1403,Ssx2ip,8,27,1
1404,Tomm5,8,28,1
1405,Slc4a3,8,29,1
1406,Trpm3,8,30,1
1407,Ikbkb,8,31,1
1408,Csnk1a1,8,32,1
1409,Malat1,8,33,1
1410,Iqgap1,8,33,1
1411,Cfap69,8,34,1
1412,Mprip,8,34,1
1413,Mia2,8,35,1
1414,Dlc1,8,35,1
1415,Kat6b,8,36,1
1416,Frmd4a,8,36,1
1417,Malat1,8,38,2
1418,Slc6a18,8,38,1
1419,Sos2,8,38,1
1420,Lpin2,8,38,1
1421,Mdn1,8,39,1
1422,Dhx9,8,39,1
1423,Mettl7a2,8,40,1
1424,Taf1d,8,40,1
1425,Prr5l,8,40,1
1426,Malat1,8,41,1
1427,Snhg11,8,41,1
1428,Egf,8,41,1
1429,Tmem87a,8,41,1
1430,Sarnp,8,41,1
1431,Ptpn14,8,41,1
1432,Anapc1,8,42,1
1433,Lrp2,8,42,1
1434,Acy3,8,42,1
1435,Prpf38b,8,42,1
1436,Wwc1,8,42,1
1437,Ankrd12,8,43,1
1438,Bicd2,8,43,1
1439,Dglucy,8,43,1
1440,Lrp2,8,45,1
1441,Malat1,8,46,2
1442,Lrp2,8,46,1
1443,Rdh16f2,8,48,1
1444,Kmt5b,8,48,1
1445,Rnf149,8,48,1
1446,Prr14,8,48,1
1447,Slc12a1,8,49,1
1448,Picalm,8,49,1
1449,Ezh1,8,50,1
1450,Tmem8,8,51,1
1451,Tsix,8,51,1
1452,Atg14,8,51,1
1453,Bbc3,8,52,1
1454,Phf6,8,53,1
1455,Cndp1,8,54,1
1456,Dhx9,8,54,1
1457,Irx1,8,54,1
1458,Son,8,57,1
1459,Malat1,8,57,1
1460,Gtf3c3,8,58,1
1461,Fastkd2,8,58,1
1462,Npff,8,58,1
1463,Malat1,8,60,1
1464,Rps6kb1,8,60,1
1465,Ugt1a6a,8,60,1
1466,Eps15,8,60,1
1467,Mettl7a2,8,61,1
1468,Qrich1,8,61,1
1469,Mta1,8,61,1
1470,Malat1,8,62,2
1471,Gm38394,8,62,1
1472,Slc5a2,8,62,1
1473,Cep57,8,62,1
1474,Htr4,8,62,1
1475,Pwwp2a,8,63,1
1476,Lasp1,8,64,1
1477,Kap,8,65,1
1478,Osbp,8,65,1
1479,Urod,8,65,1
1480,Nf1,8,66,1
1481,Mbtd1,8,66,1
1482,Tlk1,8,66,1
1483,Ncor1,8,67,1
1484,Slc13a3,8,68,1
1485,Slc6a15,8,69,1
1486,Trio,8,70,1
1487,Itpr1,8,70,1
1488,Abcd3,8,70,1
1489,Rhbdf1,8,70,1
1490,N6amt1,8,70,1
1491,Cryzl1,8,70,1
1492,Plekha5,8,71,1
1493,Ppp1r12a,8,72,1
1494,Ndufa11,8,72,1
1495,Srsf11,8,73,1
1496,Pdzk1,8,73,1
1497,Uspl1,8,73,1
1498,Fbp2,8,73,1
1499,Tmem19,8,74,1
1500,Psme4,8,74,1
1501,Gm28139,8,74,1
1502,Cspp1,8,75,1
1503,Gpatch8,8,76,1
1504,Psmd11,8,76,1
1505,Rasa1,8,77,1
1506,Zfp24,8,78,1
1507,Ccser2,8,78,1
1508,Malat1,8,79,1
1509,Pfas,8,79,1
1510,Scaper,8,79,1
1511,Zdhhc6,8,82,1
1512,Wdr90,8,82,1
1513,Wipi1,8,82,1
1514,Srsf2,8,83,1
1515,Dvl1,8,83,1
1516,Hgd,8,83,1
1517,Malat1,8,84,1
1518,Kcnq1ot1,8,84,1
1519,Setd2,8,84,1
1520,Svopl,8,84,1
1521,Fcho2,8,86,1
1522,Hoxb8,8,87,1
1523,Hnrnpu,8,90,1
1524,Brd2,8,90,1
1525,Brms1,8,90,1
1526,Malat1,8,91,1
1527,Slc47a1,8,91,1
1528,Wipi1,8,91,1
1529,Frs2,8,91,1
1530,Per3,8,92,1
1531,Ankrd17,8,92,1
1532,Parp4,8,92,1
1533,Malat1,8,93,1
1534,Snrnp70,8,93,1
1535,Fbxo8,8,94,1
1536,Col4a4,8,94,1
1537,Pomp,8,94,1
1538,Akap9,8,95,1
1539,Sptbn1,8,97,1
1540,Tpm3-rs7,8,97,1
1541,Josd2,8,97,1
1542,Arhgef1,8,97,1
1543,Nsd3,8,98,1
1544,Malat1,8,99,1
1545,Acaa1b,9,0,1
1546,Malat1,9,1,2
1547,Foxq1,9,1,1
1548,Msi2,9,1,1
1549,Nsd3,9,1,1
1550,Malat1,9,2,1
1551,Fzd4,9,2,1
1552,Bptf,9,2,1
1553,Dgkh,9,3,1
1554,Ggt1,9,3,1
1555,Ralbp1,9,3,1
1556,Gtf2h1,9,3,1
1557,Neat1,9,4,1
1558,Mylk,9,4,1
1559,Mtor,9,4,1
1560,Nipbl,9,5,1
1561,Syne2,9,6,1
1562,Myo9a,9,6,1
1563,Kank1,9,6,1
1564,Setd2,9,6,1
1565,Tbcd,9,6,1
1566,Malat1,9,8,1
1567,Mertk,9,8,1
1568,Malat1,9,9,2
1569,Pcmtd2,9,9,1
1570,Surf2,9,9,1
1571,Malat1,9,11,1
1572,Gtf2f1,9,11,1
1573,Fus,9,12,1
1574,Rbm6,9,12,1
1575,Cdc42bpa,9,15,1
1576,Eef2,9,18,1
1577,Unc45a,9,18,1
1578,Malat1,9,21,1
1579,Hook3,9,21,1
1580,Rps6ka1,9,21,1
1581,Wdr72,9,23,1
1582,Pakap,9,23,1
1583,Spag9,9,24,1
1584,Chd4,9,24,1
1585,Malat1,9,25,1
1586,Per3,9,25,1
1587,Etnk1,9,25,1
1588,Arnt,9,25,1
1589,Frzb,9,25,1
1590,Malat1,9,26,1
1591,Malat1,9,28,1
1592,Pnisr,9,28,1
1593,Rdh16,9,28,1
1594,Tacc1,9,28,1
1595,Myl6,9,29,1
1596,Ccp110,9,29,1
1597,Polg,9,30,1
1598,Dido1,9,30,1
1599,Cirbp,9,30,1
1600,Gnptab,9,30,1
1601,Cdc42,9,31,1
1602,Ift122,9,32,1
1603,Atad5,9,32,1
1604,Fis1,9,32,1
1605,Malat1,9,33,1
1606,Eps15,9,33,1
1607,Inpp5f,9,34,1
1608,Son,9,36,1
1609,Tardbp,9,36,1
1610,Cpne3,9,36,1
1611,Rgl3,9,39,1
1612,Syap1,9,39,1
1613,Hnrnpd,9,41,1
1614,Rps9,9,41,1
1615,Srsf5,9,42,1
1616,Hnrnph3,9,42,1
1617,Gm10069,9,42,1
1618,Gm42418,9,43,1
1619,Hoxc8,9,43,1
1620,Rpgrip1,9,44,1
1621,Ocrl,9,44,1
1622,Cdc42bpb,9,45,1
1623,Slc22a28,9,45,1
1624,Nucks1,9,45,1
1625,Tbce,9,45,1
1626,Ncbp3,9,45,1
1627,Xist,9,48,1
1628,Hagh,9,48,1
1629,Syf2,9,48,1
1630,Xdh,9,48,1
1631,Malat1,9,50,1
1632,Atp6v1d,9,50,1
1633,Slc35d1,9,50,1
1634,Med25,9,51,1
1635,Papola,9,51,1
1636,Hlf,9,51,1
1637,Fnbp4,9,52,1
1638,Phf20,9,52,1
1639,Fst,9,52,1
1640,Malat1,9,54,2
1641,Rab24,9,54,1
1642,Pabpn1,9,54,1
1643,Hnrnpu,9,55,1
1644,Calml4,9,55,1
1645,Greb1l,9,55,1
1646,Zfp28,9,55,1
1647,Ddx5,9,58,1
1648,Gm42418,9,58,1
1649,Slc6a18,9,61,1
1650,Polr2g,9,61,1
1651,Rpp21,9,61,1
1652,Akap9,9,62,1
1653,Stau2,9,62,1
1654,Scrib,9,63,1
1655,Wls,9,63,1
1656,Aldh2,9,63,1
1657,Eif4g1,9,64,1
1658,Sgk2,9,65,1
1659,Armc1,9,66,1
1660,Malat1,9,67,1
1661,Pnn,9,67,1
1662,Dock9,9,67,1
1663,Rbm39,9,67,1
1664,Kpnb1,9,68,1
1665,Hint1,9,70,1
1666,Bphl,9,71,1
1667,Rps20,9,73,1
1668,Col4a4,9,73,1
1669,Zmynd8,9,73,1
1670,Lamp2,9,73,1
1671,Lgr4,9,73,1
1672,Naa15,9,73,1
1673,Wwc2,9,74,1
1674,March7,9,74,1
1675,Tssc4,9,75,1
1676,Ankrd10,9,75,1
1677,Dnajc19,9,75,1
1678,Lrp1,9,77,1
1679,Malat1,9,79,2
1680,Gm43848,9,79,1
1681,Kif5b,9,81,1
1682,Malat1,9,83,1
1683,Fam193a,9,83,1
1684,Son,9,84,1
1685,Trim7,9,84,1
1686,Erc2,9,84,1
1687,Gimap9,9,84,1
1688,Aspa,9,84,1
1689,Bud31,9,84,1
1690,Pnisr,9,87,2
1691,Atxn7l3b,9,92,1
1692,Cwf19l2,9,93,1
1693,Nisch,9,93,1
1694,Nox4,9,93,1
1695,Kcnc3,9,94,1
1696,Tmem11,10,0,1
1697,Gnl3,10,1,1
1698,Strn3,10,1,1
1699,Slc22a19,10,1,1
1700,Neat1,10,3,1
1701,Mafg,10,5,1
1702,Usp15,10,5,1
1703,Brd2,10,5,1
1704,Dab2,10,7,1
1705,Mat2a,10,7,1
1706,Cd63,10,8,1
1707,Arpp19,10,8,1
1708,Plscr4,10,8,1
1709,Ttll13,10,8,1
1710,Scaper,10,10,1
1711,Aqp11,10,10,1
1712,Malat1,10,11,1
1713,Clk1,10,11,1
1714,Syne2,10,11,1
1715,Phf20l1,10,11,1
1716,Rnf214,10,12,1
1717,Tecpr1,10,12,1
1718,Zswim8,10,13,1
1719,Gm47283,10,13,1
1720,Palm3,10,13,1
1721,Asb6,10,13,1
1722,Cep85l,10,13,1
1723,Malat1,10,14,1
1724,Ghr,10,14,1
1725,Gm42067,10,14,1
1726,Arhgef28,10,18,1
1727,Nudt21,10,19,1
1728,Lemd2,10,19,1
1729,Gm36266,10,19,1
1730,Ankrd12,10,20,1
1731,Bsnd,10,20,1
1732,Tle1,10,20,1
1733,Coq2,10,21,1
1734,Brd9,10,21,1
1735,Malat1,10,23,1
1736,Chka,10,23,1
1737,Malat1,10,24,1
1738,Rps6kb1,10,24,1
1739,Ralgapa2,10,24,1
1740,Nup155,10,24,1
1741,Eif3a,10,25,1
1742,Clk1,10,25,1
1743,Lactb,10,25,1
1744,Tbc1d16,10,25,1
1745,Mat2a,10,26,1
1746,Yeats2,10,26,1
1747,Malat1,10,27,1
1748,Fubp1,10,27,1
1749,Eif5b,10,27,1
1750,Ncor1,10,27,1
1751,Malat1,10,28,1
1752,Ankrd12,10,28,1
1753,Rpl13a,10,28,1
1754,Tacc2,10,29,1
1755,Malat1,10,30,1
1756,Cwf19l2,10,30,1
1757,Prpf4b,10,34,1
1758,Acat1,10,34,1
1759,Malat1,10,35,1
1760,Malat1,10,37,1
1761,Nhlrc3,10,37,1
1762,Cwc27,10,37,1
1763,Malat1,10,38,1
1764,Trip12,10,38,1
1765,Armc9,10,39,1
1766,Napa,10,39,1
1767,Smarca2,10,40,1
1768,Hnrnpa2b1,10,41,1
1769,Ranbp3l,10,41,1
1770,Anapc5,10,41,1
1771,Tpp2,10,43,1
1772,Myo15b,10,43,1
1773,Ddx17,10,44,1
1774,Ppig,10,45,1
1775,Csnk1g1,10,45,1
1776,Srsf2,10,47,1
1777,Pola2,10,47,1
1778,Slc25a3,10,49,1
1779,Fbl,10,49,1
1780,Malat1,10,50,1
1781,Mafg,10,50,1
1782,Paqr5,10,50,1
1783,Mapk1,10,50,1
1784,Me1,10,50,1
1785,Gabpb2,10,50,1
1786,Malat1,10,51,1
1787,Kyat1,10,51,1
1788,Hap1,10,51,1
1789,Hps5,10,53,1
1790,Taf15,10,53,1
1791,Itpr1,10,54,1
1792,Raph1,10,54,1
1793,Actr8,10,54,1
1794,Slc45a4,10,54,1
1795,Irak1,10,54,1
1796,Pbx1,10,56,1
1797,Ccdc50,10,56,1
1798,Spag9,10,57,1
1799,Chuk,10,57,1
1800,Mtmr9,10,57,1
1801,Krit1,10,58,1
1802,Mroh1,10,59,1
1803,Col4a3,10,59,1
1804,Stk4,10,59,1
1805,Pde1a,10,59,1
1806,Zcchc14,10,59,1
1807,Malat1,10,61,1
1808,Golga4,10,61,1
1809,Suclg1,10,61,1
1810,Lrp2,10,64,1
1811,Gatm,10,64,1
1812,Clk1,10,65,1
1813,Vps13a,10,65,1
1814,Dusp11,10,65,1
1815,Ubap2l,10,66,1
1816,Grpel1,10,67,1
1817,Tulp4,10,67,1
1818,Cul4a,10,68,1
1819,Matr3,10,70,1
1820,Myo1d,10,70,1
1821,Foxp1,10,71,1
1822,Tbc1d17,10,71,1
1823,Sec16a,10,71,1
1824,Prom1,10,71,1
1825,Slc27a2,10,72,1
1826,Trpm7,10,72,1
1827,Malat1,10,74,1
1828,Clk1,10,76,1
1829,Lztfl1,10,76,1
1830,9430060I03Rik,10,76,1
1831,Malat1,10,77,1
1832,Lonp2,10,77,1
1833,Nktr,10,78,1
1834,Ylpm1,10,78,1
1835,Gimap9,10,78,1
1836,Mdh2,10,78,1
1837,BC005561,10,80,1
1838,Lmln,10,82,1
1839,Wapl,10,82,1
1840,Malat1,10,84,1
1841,Cspp1,10,84,1
1842,Tardbp,10,85,1
1843,Sgpp1,10,85,1
1844,Sox13,10,85,1
1845,Rbm25,10,86,1
1846,Rassf1,10,86,1
1847,Ep400,10,87,1
1848,Ugt1a8,10,87,1
1849,Mrpl46,10,87,1
1850,Eif4g1,10,88,1
1851,Safb2,10,89,1
1852,Gramd1b,10,89,1
1853,Sparc,10,89,1
1854,Trio,10,91,1
1855,Mocs2,10,91,1
1856,Pnisr,10,92,1
1857,Hsp90b1,10,93,1
1858,Slc34a1,10,94,1
1859,Atp11c,10,94,1
1860,Srrm2,10,95,1
1861,Edaradd,10,95,1
1862,Zfp652,10,96,1
1863,Emb,10,96,1
1864,Dis3,10,97,1
1865,Malat1,10,98,1
1866,Rbm25,10,99,1
1867,Malat1,11,0,2
1868,Malat1,11,1,1
1869,Mettl7a2,11,1,1
1870,Herpud1,11,1,1
1871,Malat1,11,3,1
1872,Lrp2,11,3,1
1873,Wbp1l,11,3,1
1874,Coq8b,11,3,1
1875,Malat1,11,5,2
1876,Atp6v1e1,11,5,1
1877,Malat1,11,7,1
1878,Arhgef19,11,7,1
1879,Tceanc2,11,7,1
1880,Tma7,11,10,1
1881,Skiv2l,11,12,1
1882,Kmt2c,11,13,1
1883,Zc3h6,11,13,1
1884,Srsf10,11,13,1
1885,Patj,11,16,1
1886,Cct5,11,17,1
1887,Sfxn2,11,19,1
1888,Rngtt,11,19,1
1889,Tnfaip2,11,21,1
1890,Anp32b,11,21,1
1891,Ptprcap,11,21,1
1892,Mphosph8,11,22,1
1893,Malat1,11,23,1
1894,Xist,11,23,1
1895,Phb2,11,23,1
1896,Malat1,11,25,1
1897,Srrm2,11,25,1
1898,Chd8,11,25,1
1899,Ranbp9,11,25,1
1900,Sin3a,11,25,1
1901,Cdkal1,11,26,1
1902,Prpf3,11,26,1
1903,Rp1,11,26,1
1904,Itpr2,11,27,1
1905,Cask,11,27,1
1906,Eral1,11,27,1
1907,Malat1,11,29,1
1908,Prrc2c,11,29,1
1909,Fus,11,29,1
1910,Slc12a2,11,29,1
1911,Rpl6,11,30,1
1912,Rbm48,11,30,1
1913,Syncrip,11,31,1
1914,Dhx16,11,33,1
1915,Slc9a8,11,34,1
1916,Cln3,11,34,1
1917,Vps13b,11,35,1
1918,Ankrd11,11,36,1
1919,Zfp598,11,36,1
1920,Pkhd1,11,37,1
1921,Ankrd10,11,37,1
1922,Taf9b,11,37,1
1923,Dhrs3,11,38,1
1924,Ophn1,11,38,1
1925,Golgb1,11,39,1
1926,Phf20l1,11,39,1
1927,Pcbp4,11,43,1
1928,Ash1l,11,43,1
1929,Lonp2,11,43,1
1930,Hsph1,11,43,1
1931,Trim3,11,43,1
1932,Rpl31,11,44,1
1933,Man2a2,11,44,1
1934,Angptl3,11,44,1
1935,Malat1,11,45,1
1936,Slc34a1,11,45,1
1937,Slmap,11,45,1
